City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Lata,PT,2022-08-06 19:15:49,40.1629,-8.3327,68.81,66,0,5.57
280,Honiara,SB,2022-08-06 19:15:49,-9.4333,159.95,75.94,86,13,4.32
281,Sao Felix Do Xingu,BR,2022-08-06 19:15:50,-6.6447,-51.995,79.56,75,98,3.6
282,Ust-Maya,RU,2022-08-06 19:15:50,60.4167,134.5333,58.14,86,100,15.35
283,Lewiston,US,2022-08-06 19:15:51,44.1003,-70.2148,93.33,61,40,4.61
284,Constitucion,CL,2022-08-06 19:15:51,-35.3333,-72.4167,52.25,96,100,9.84
285,Duku,NG,2022-08-06 19:15:51,11.2361,4.9073,77.81,74,41,4.47
286,Kidal,ML,2022-08-06 19:15:52,18.4411,1.4078,87.66,42,86,27.56
287,Saskylakh,RU,2022-08-06 19:15:52,71.9167,114.0833,43.63,73,100,7.38
288,Oktyabrskiy,RU,2022-08-06 19:15:53,54.4815,53.471,65.41,61,5,3.38
289,Samarai,PG,2022-08-06 19:15:53,-10.6167,150.6667,79.09,86,19,11.07
290,Bethel,US,2022-08-06 19:15:54,41.3712,-73.414,92.19,57,20,11.5
291,Kulhudhuffushi,MV,2022-08-06 19:15:54,6.6221,73.07,80.31,83,100,18.21
